45.425026	-75.69767	43.9	0.0	9.0	
45.42509	-75.697716	46.3	0.75	4.0	
45.425156	-75.69777	47.1	0.75	4.0	
45.425182	-75.697845	42.8	0.75	3.0	
45.425194	-75.69793	42.6	1.0	3.0	
45.42522	-75.698006	42.2	1.0	3.0	
45.425255	-75.69808	42.6	1.25	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425266	-75.69815	41.4	1.0	3.0	
45.425274	-75.69822	38.6	0.5	3.0	
45.425274	-75.69822	38.6	0.5	3.0	
45.425274	-75.69828	40.1	0.5	3.0	
45.425274	-75.69828	40.1	0.5	3.0	
45.425274	-75.69828	40.1	0.5	3.0	
45.425274	-75.69828	40.1	0.5	3.0	
45.425278	-75.69835	43.0	0.75	3.0	
45.425316	-75.6984	45.3	0.75	3.0	
45.425346	-75.69845	46.8	0.75	3.0	
45.425373	-75.6985	47.6	1.0	3.0	
45.425415	-75.69853	49.1	1.0	3.0	
45.425415	-75.69853	49.1	1.0	3.0	
45.425415	-75.69853	49.1	1.0	3.0	
45.425415	-75.69853	49.1	1.0	3.0	
45.425415	-75.69853	49.1	1.0	3.0	
45.425415	-75.69853	49.1	1.0	3.0	
45.42546	-75.69856	52.6	1.25	3.0	
45.425503	-75.698586	51.0	1.0	3.0	
45.425526	-75.698654	49.5	1.25	3.0	
45.42553	-75.698746	49.1	1.25	3.0	
45.425545	-75.69882	47.0	1.25	4.0	
45.42556	-75.6989	46.1	1.0	3.0	
45.4256	-75.69896	47.8	1.0	3.0	
45.4256	-75.69896	47.8	1.0	3.0	
45.425636	-75.699	49.2	0.75	3.0	
45.42568	-75.69903	50.4	1.0	4.0	
45.425716	-75.69907	51.1	0.75	3.0	
45.425716	-75.69907	51.1	0.75	3.0	
45.425716	-75.69907	51.1	0.75	3.0	
45.42576	-75.6991	50.8	0.0	3.0	
45.42576	-75.6991	50.8	0.0	3.0	
45.42576	-75.6991	50.8	0.0	3.0	
45.42579	-75.69915	50.8	1.0	3.0	
45.4258	-75.69922	51.6	0.75	3.0	
45.4258	-75.69931	51.3	1.5	3.0	
45.42581	-75.69941	51.8	1.25	3.0	
45.425827	-75.69949	51.5	1.25	3.0	
45.425823	-75.699585	51.5	1.75	3.0	
45.425827	-75.69968	52.1	1.5	3.0	
45.425823	-75.69978	53.7	1.5	3.0	
45.42582	-75.69985	53.0	1.25	3.0	
45.42581	-75.69992	52.4	1.25	3.0	
45.425816	-75.7	52.0	1.5	3.0	
45.4258	-75.700066	51.6	1.25	3.0	
45.425774	-75.70013	49.6	1.25	3.0	
45.425747	-75.70021	51.0	1.25	3.0	
45.425747	-75.70027	50.6	1.25	3.0	
45.425747	-75.70035	49.5	1.0	3.0	
45.42574	-75.70042	50.0	1.0	3.0	
45.42574	-75.70042	50.0	1.0	3.0	
45.42574	-75.70042	50.0	1.0	3.0	
45.42574	-75.70042	50.0	1.0	3.0	
45.42574	-75.70042	50.0	1.0	3.0	
45.42574	-75.70042	50.0	1.0	3.0	
45.425713	-75.70048	50.8	1.0	3.0	
45.42567	-75.70052	52.3	0.0	3.0	
45.42567	-75.70052	52.3	0.0	3.0	
45.42567	-75.70052	52.3	0.0	3.0	
45.42563	-75.70056	50.8	0.5	3.0	
45.42563	-75.70056	50.8	0.5	3.0	
45.42558	-75.7006	51.3	1.0	3.0	
45.42552	-75.70064	49.8	0.0	3.0	
45.42552	-75.70064	49.8	0.0	3.0	
45.42552	-75.70064	49.8	0.0	3.0	
45.42552	-75.70064	49.8	0.0	3.0	
45.42552	-75.70064	49.8	0.0	3.0	
45.425495	-75.70069	48.6	1.0	3.0	
45.42549	-75.70076	47.9	1.0	3.0	
45.425472	-75.70082	47.2	0.0	3.0	
45.425472	-75.70082	47.2	0.0	3.0	
45.425472	-75.70082	47.2	0.0	3.0	
45.425472	-75.70082	47.2	0.0	3.0	
45.425472	-75.70082	47.2	0.0	3.0	
45.425472	-75.70082	47.2	0.0	3.0	
45.425434	-75.70086	46.7	1.0	3.0	
45.42539	-75.7009	46.9	1.0	3.0	
45.425358	-75.70095	47.3	0.75	3.0	
45.425358	-75.70095	47.3	0.75	3.0	
45.425358	-75.70095	47.3	0.75	3.0	
45.425327	-75.701004	48.3	0.75	3.0	
45.42528	-75.70099	47.5	0.75	3.0	
45.42528	-75.70099	47.5	0.75	3.0	
45.425236	-75.70102	47.2	0.75	3.0	
45.4252	-75.70106	46.3	1.0	3.0	
45.4252	-75.70106	46.3	1.0	3.0	
45.425148	-75.70105	47.2	0.75	3.0	
45.425148	-75.70105	47.2	0.75	3.0	
45.425106	-75.70104	48.4	0.0	3.0	
45.425056	-75.70104	49.5	0.75	3.0	
45.425056	-75.70104	49.5	0.75	3.0	
45.425007	-75.70104	49.9	0.75	3.0	
45.425007	-75.70104	49.9	0.75	3.0	
45.425007	-75.70104	49.9	0.75	3.0	
45.425007	-75.70104	49.9	0.75	3.0	
